price,brand,year,title_status,mileage,state
23000,ford,2013,clean vehicle,88781,texas
13900,ford,2019,clean vehicle,36978,nevada
19000,ford,2012,clean vehicle,189776,texas
34800,ford,2019,clean vehicle,35233,nevada
22000,ford,2012,clean vehicle,151641,texas
16300,ford,2019,clean vehicle,37044,nevada
18800,ford,2019,clean vehicle,15835,virginia
13000,ford,2012,clean vehicle,201187,texas
40900,ford,2019,clean vehicle,41928,nevada
47000,ford,2019,clean vehicle,37059,virginia
12800,ford,2017,clean vehicle,33763,wisconsin
25500,ford,2019,clean vehicle,29850,nevada
17800,ford,2019,clean vehicle,26675,virginia
25700,ford,2019,clean vehicle,17828,nevada
17200,ford,2019,clean vehicle,29632,virginia
35000,ford,2019,clean vehicle,11544,new jersey
28800,ford,2019,clean vehicle,21976,nevada
39200,ford,2019,clean vehicle,43617,tennessee
13600,ford,2019,clean vehicle,49254,pennsylvania
24200,ford,2019,clean vehicle,51589,nevada
46900,ford,2019,clean vehicle,41399,virginia
26500,ford,2019,clean vehicle,11734,pennsylvania
24700,ford,2019,clean vehicle,41628,nevada
12600,ford,2017,clean vehicle,15075,new jersey
31800,ford,2019,clean vehicle,26591,nevada
24500,ford,2019,clean vehicle,22906,nevada
26000,ford,2019,clean vehicle,33462,virginia
21000,ford,2017,clean vehicle,32747,pennsylvania
22500,ford,2019,clean vehicle,33717,nevada
7700,ford,2017,clean vehicle,85218,pennsylvania
23100,ford,2019,clean vehicle,23512,nevada
9200,ford,2017,clean vehicle,57853,pennsylvania
19600,ford,2019,clean vehicle,33324,nevada
11700,ford,2016,clean vehicle,23803,pennsylvania
27300,ford,2019,clean vehicle,31260,nevada
14300,ford,2016,clean vehicle,69428,pennsylvania
23600,ford,2019,clean vehicle,15755,nevada
6200,ford,2016,clean vehicle,90946,pennsylvania
22400,ford,2019,clean vehicle,51370,nevada
5700,ford,2016,clean vehicle,99941,pennsylvania
23600,ford,2019,clean vehicle,15456,nevada
4600,ford,2016,clean vehicle,141603,pennsylvania
37500,ford,2019,clean vehicle,2382,nevada
10700,ford,2016,clean vehicle,99544,pennsylvania
31900,ford,2019,clean vehicle,21546,nevada
31600,ford,2019,clean vehicle,16293,georgia
12600,ford,2018,clean vehicle,40375,nevada
5300,ford,2013,clean vehicle,143191,pennsylvania
3900,ford,2018,clean vehicle,363,nevada
13000,ford,2015,clean vehicle,59656,florida
11800,ford,2018,clean vehicle,37878,nevada
24600,ford,2019,clean vehicle,20628,georgia
14500,ford,2014,clean vehicle,71205,florida
24300,ford,2018,clean vehicle,26186,nevada
12300,ford,2018,clean vehicle,38157,nevada
14800,ford,2016,clean vehicle,30325,new jersey
17100,ford,2018,clean vehicle,31561,nevada
6800,ford,2016,clean vehicle,66655,new jersey
20300,ford,2018,clean vehicle,19029,connecticut
26300,ford,2018,clean vehicle,11739,new york
22500,ford,2016,clean vehicle,50423,nevada
41200,ford,2019,clean vehicle,25638,tennessee
20400,ford,2017,clean vehicle,59798,florida
49900,ford,2019,clean vehicle,5035,virginia
12100,ford,2017,clean vehicle,32284,new york
24000,ford,2016,clean vehicle,40371,florida
9500,ford,2017,clean vehicle,107569,new york
9000,ford,2017,clean vehicle,96451,new jersey
9800,ford,2017,clean vehicle,94851,new jersey
7800,ford,2017,clean vehicle,108727,connecticut
17200,ford,2017,clean vehicle,91979,new york
18800,ford,2017,clean vehicle,76258,new york
9800,ford,2014,clean vehicle,147574,california
7000,ford,2013,clean vehicle,104764,florida
44000,ford,2019,clean vehicle,16934,nevada
23400,ford,2019,clean vehicle,13822,texas
30700,ford,2019,clean vehicle,5250,texas
15600,ford,2019,clean vehicle,33451,south carolina
22600,ford,2019,clean vehicle,14291,texas
22900,ford,2019,clean vehicle,16725,south carolina
22800,ford,2019,clean vehicle,13002,texas
22700,ford,2019,clean vehicle,18902,south carolina
23000,ford,2019,clean vehicle,9732,texas
22700,ford,2019,clean vehicle,18947,south carolina
23000,ford,2019,clean vehicle,8402,north carolina
34400,ford,2019,clean vehicle,17450,south carolina
36500,ford,2016,clean vehicle,53986,nevada
23100,ford,2019,clean vehicle,15848,south carolina
23300,ford,2019,clean vehicle,10770,south carolina
22600,ford,2019,clean vehicle,14587,north carolina
4500,ford,2016,clean vehicle,98625,mississippi
23000,ford,2019,clean vehicle,10916,north carolina
8000,ford,2014,clean vehicle,107173,mississippi
11500,ford,2019,clean vehicle,10134,north carolina
9400,ford,2017,clean vehicle,43056,south carolina
23000,ford,2019,clean vehicle,10655,north carolina
2800,ford,2012,clean vehicle,173601,california
22600,ford,2019,clean vehicle,14231,north carolina
23000,ford,2019,clean vehicle,8985,north carolina
5200,ford,2016,clean vehicle,84338,south carolina
19200,ford,2017,clean vehicle,104290,texas
10100,ford,2017,clean vehicle,45592,texas
6200,ford,2015,clean vehicle,103960,south carolina
14000,ford,2016,clean vehicle,110333,texas
5000,ford,2015,clean vehicle,138516,south carolina
9200,ford,2016,clean vehicle,49094,texas
14700,ford,2016,clean vehicle,97526,texas
3000,ford,2014,clean vehicle,87420,south carolina
30200,ford,2015,clean vehicle,67052,texas
3800,ford,2013,clean vehicle,58913,south carolina
3200,ford,2013,clean vehicle,999999,south carolina
21500,ford,2015,clean vehicle,14482,texas
4900,ford,2016,clean vehicle,57084,california
23000,ford,2017,clean vehicle,90251,colorado
11200,ford,2014,clean vehicle,97320,texas
10400,ford,2014,clean vehicle,80652,california
13200,ford,2014,clean vehicle,99816,texas
5200,ford,2013,clean vehicle,115429,texas
10500,ford,2015,clean vehicle,85549,new jersey
11900,ford,2013,clean vehicle,83030,california
21200,ford,2014,clean vehicle,130168,texas
23500,ford,2013,clean vehicle,80090,california
4700,ford,2013,clean vehicle,118593,texas
11100,ford,2014,clean vehicle,143704,texas
22000,ford,2015,clean vehicle,53507,colorado
14000,ford,2013,clean vehicle,48408,colorado
9200,ford,2013,clean vehicle,109672,texas
23300,ford,2019,clean vehicle,28549,minnesota
21700,ford,2012,clean vehicle,114500,texas
11200,ford,2012,clean vehicle,67140,texas
11300,ford,2018,clean vehicle,42168,north carolina
4200,ford,2015,salvage insurance,80032,illinois
10900,ford,2018,clean vehicle,52240,north carolina
42300,ford,2019,clean vehicle,34874,florida
10500,ford,2014,salvage insurance,119689,idaho
43400,ford,2019,clean vehicle,37355,florida
12500,ford,2016,salvage insurance,100947,idaho
15900,ford,2019,clean vehicle,26040,minnesota
42500,ford,2019,clean vehicle,36638,florida
15000,ford,2015,salvage insurance,137004,texas
24700,ford,2019,clean vehicle,31794,florida
15500,ford,2015,salvage insurance,131106,texas
49000,ford,2019,clean vehicle,22013,minnesota
29000,ford,2017,clean vehicle,42291,tennessee
16800,ford,2019,clean vehicle,13155,florida
51000,ford,2019,clean vehicle,24869,minnesota
16500,ford,2019,clean vehicle,18454,florida
10000,ford,2016,salvage insurance,16694,texas
27900,ford,2019,clean vehicle,28922,florida
23700,ford,2019,clean vehicle,23534,florida
20000,ford,2012,salvage insurance,24581,california
45600,ford,2019,clean vehicle,35646,florida
6000,ford,2012,salvage insurance,129873,virginia
15600,ford,2019,clean vehicle,28669,florida
25000,ford,2017,clean vehicle,32454,michigan
28500,ford,2019,clean vehicle,21800,florida
8000,ford,2014,salvage insurance,231769,florida
19990,ford,2016,clean vehicle,23796,connecticut
34400,ford,2019,clean vehicle,42506,florida
30999,ford,2016,clean vehicle,6249,connecticut
41000,ford,2019,clean vehicle,47496,florida
27999,ford,2016,clean vehicle,10700,massachusetts
42000,ford,2019,clean vehicle,39604,florida
8000,ford,2013,salvage insurance,250831,new jersey
29795,ford,2016,clean vehicle,7275,connecticut
24700,ford,2019,clean vehicle,8806,florida
13995,ford,2016,clean vehicle,105115,new jersey
2900,ford,2015,clean vehicle,57340,florida
35400,ford,2019,clean vehicle,36167,florida
24549,ford,2016,clean vehicle,44941,new york
8900,ford,2014,clean vehicle,53102,florida
15800,ford,2019,clean vehicle,26637,florida
18500,ford,2016,clean vehicle,45814,new york
32000,ford,2019,clean vehicle,17310,minnesota
28300,ford,2019,clean vehicle,24116,florida
10500,ford,2019,salvage insurance,14128,florida
24970,ford,2016,clean vehicle,49882,new york
13800,ford,2019,clean vehicle,38964,minnesota
2580,ford,2012,clean vehicle,102705,florida
59975,ford,2019,clean vehicle,71,florida
2500,ford,2012,salvage insurance,98620,indiana
28990,ford,2016,clean vehicle,15825,massachusetts
50000,ford,2019,clean vehicle,29499,minnesota
33800,ford,2014,clean vehicle,100255,kentucky
59975,ford,2019,clean vehicle,174,florida
2500,ford,2013,salvage insurance,167552,minnesota
46999,ford,2016,clean vehicle,16956,new jersey
16700,ford,2019,clean vehicle,36896,minnesota
34700,ford,2013,clean vehicle,77281,kentucky
28900,ford,2019,clean vehicle,24795,florida
30800,ford,2016,clean vehicle,16771,new jersey
27100,ford,2019,clean vehicle,28692,minnesota
13388,ford,2012,clean vehicle,113821,louisiana
26000,ford,2019,clean vehicle,19793,florida
17900,ford,2016,clean vehicle,27940,massachusetts
23400,ford,2019,clean vehicle,24987,minnesota
29800,ford,2016,clean vehicle,18367,illinois
23700,ford,2019,clean vehicle,14109,florida
1725,ford,2012,salvage insurance,158781,illinois
33995,ford,2016,clean vehicle,27369,new jersey
23500,ford,2019,clean vehicle,30208,minnesota
32500,ford,2019,clean vehicle,24024,florida
2500,ford,2016,salvage insurance,64999,mississippi
39000,ford,2019,clean vehicle,8404,minnesota
11000,ford,2018,clean vehicle,8884,massachusetts
32500,ford,2019,clean vehicle,24126,florida
800,ford,2012,salvage insurance,129659,mississippi
26900,ford,2019,clean vehicle,31713,minnesota
11200,ford,2016,clean vehicle,109996,new york
21000,ford,2018,clean vehicle,6821,new york
32000,ford,2019,clean vehicle,17867,minnesota
7300,ford,2016,clean vehicle,110253,connecticut
12800,ford,2018,clean vehicle,39364,missouri
24190,ford,2018,clean vehicle,4018,massachusetts
29100,ford,2019,clean vehicle,21054,minnesota
29000,ford,2017,clean vehicle,48309,massachusetts
17300,ford,2016,clean vehicle,68666,new york
19888,ford,2018,clean vehicle,34071,new jersey
31000,ford,2019,clean vehicle,13600,minnesota
37200,ford,2017,clean vehicle,44956,massachusetts
8600,ford,2016,clean vehicle,72607,new jersey
24857,ford,2018,clean vehicle,33815,massachusetts
23500,ford,2019,clean vehicle,31491,minnesota
26100,ford,2018,clean vehicle,32149,mississippi
10800,ford,2016,clean vehicle,26654,new york
20995,ford,2018,clean vehicle,36637,new york
29300,ford,2019,clean vehicle,17000,minnesota
33100,ford,2018,clean vehicle,15960,mississippi
13800,ford,2016,clean vehicle,40774,new jersey
19498,ford,2018,clean vehicle,40338,new york
14900,ford,2019,clean vehicle,40505,minnesota
8700,ford,2016,clean vehicle,30735,massachusetts
20600,ford,2019,clean vehicle,33965,florida
5000,ford,2018,salvage insurance,7339,oklahoma
19995,ford,2018,clean vehicle,42470,new york
14900,ford,2019,clean vehicle,40670,minnesota
19500,ford,2016,clean vehicle,41233,massachusetts
24500,ford,2019,clean vehicle,13162,florida
15000,ford,2018,clean vehicle,38744,california
26985,ford,2018,clean vehicle,14023,new york
31000,ford,2019,clean vehicle,9741,minnesota
24300,ford,2017,clean vehicle,31017,mississippi
16800,ford,2019,clean vehicle,37786,florida
17200,ford,2018,clean vehicle,32415,california
34995,ford,2018,clean vehicle,10421,new york
24300,ford,2019,clean vehicle,29305,minnesota
26400,ford,2017,clean vehicle,51309,mississippi
16800,ford,2019,clean vehicle,38001,florida
15500,ford,2018,clean vehicle,18849,california
19440,ford,2018,clean vehicle,43269,new york
16700,ford,2019,clean vehicle,36989,minnesota
29000,ford,2017,clean vehicle,29320,alabama
16100,ford,2019,clean vehicle,34244,florida
17200,ford,2018,clean vehicle,32938,california
20950,ford,2018,clean vehicle,40793,new hampshire
46200,ford,2017,clean vehicle,94741,alabama
29400,ford,2019,clean vehicle,25011,florida
2825,ford,2014,salvage insurance,363810,montana
32999,ford,2018,clean vehicle,6881,new jersey
6600,ford,2014,clean vehicle,80423,new jersey
50200,ford,2017,clean vehicle,92405,alabama
28300,ford,2019,clean vehicle,15436,florida
12000,ford,2017,salvage insurance,104665,california
32999,ford,2018,clean vehicle,16194,new jersey
12600,ford,2014,clean vehicle,48188,new jersey
5200,ford,2017,clean vehicle,65164,alabama
20500,ford,2019,clean vehicle,35930,florida
1200,ford,2012,salvage insurance,167376,virginia
35999,ford,2018,clean vehicle,13674,new jersey
41000,ford,2019,clean vehicle,9235,minnesota
33100,ford,2017,clean vehicle,103002,mississippi
23500,ford,2019,clean vehicle,12836,florida
18799,ford,2015,clean vehicle,137728,connecticut
33999,ford,2018,clean vehicle,6921,new jersey
35000,ford,2019,clean vehicle,14359,minnesota
26100,ford,2017,clean vehicle,58118,mississippi
15400,ford,2019,clean vehicle,31124,florida
25998,ford,2015,clean vehicle,25734,new york
31831,ford,2018,clean vehicle,14059,new jersey
40400,ford,2019,clean vehicle,13472,minnesota
15400,ford,2013,clean vehicle,123983,connecticut
13500,ford,2019,clean vehicle,35023,florida
25995,ford,2015,clean vehicle,39509,new hampshire
27990,ford,2018,clean vehicle,4512,new york
23985,ford,2015,clean vehicle,51884,new jersey
27995,ford,2018,clean vehicle,4181,pennsylvania
13995,ford,2015,clean vehicle,56703,new york
29988,ford,2018,clean vehicle,4712,pennsylvania
12995,ford,2015,clean vehicle,102800,new jersey
21687,ford,2018,clean vehicle,7109,pennsylvania
25200,ford,2016,clean vehicle,100943,alabama
29590,ford,2015,clean vehicle,3915,new york
28999,ford,2018,clean vehicle,15550,pennsylvania
13942,ford,2015,clean vehicle,62542,new jersey
15300,ford,2018,clean vehicle,38370,utah
35400,ford,2020,clean vehicle,671,ohio
32700,ford,2016,clean vehicle,61477,alabama
13995,ford,2015,clean vehicle,73891,new york
1850,ford,2014,salvage insurance,168805,michigan
15800,ford,2012,clean vehicle,82564,florida
36000,ford,2016,clean vehicle,85649,mississippi
15495,ford,2015,clean vehicle,48374,new york
21500,ford,2012,clean vehicle,11990,florida
7200,ford,2016,clean vehicle,64111,alabama
17589,ford,2015,clean vehicle,28771,new jersey
31700,ford,2015,clean vehicle,126708,alabama
31790,ford,2015,clean vehicle,27165,new york
18100,ford,2015,clean vehicle,106546,mississippi
14495,ford,2015,clean vehicle,54778,new jersey
15000,ford,2020,clean vehicle,11729,illinois
26400,ford,2015,clean vehicle,85197,mississippi
27990,ford,2015,clean vehicle,19130,massachusetts
19700,ford,2015,clean vehicle,72369,mississippi
15300,ford,2015,clean vehicle,59646,massachusetts
22000,ford,2014,clean vehicle,68418,mississippi
23999,ford,2015,clean vehicle,8400,new jersey
16488,ford,2015,clean vehicle,45084,new york
12784,ford,2015,clean vehicle,67037,new jersey
23400,ford,2015,clean vehicle,64135,new jersey
9705,ford,2017,clean vehicle,72377,arkansas
25999,ford,2015,clean vehicle,39367,new jersey
34977,ford,2015,clean vehicle,46540,pennsylvania
19000,ford,2015,clean vehicle,40677,new jersey
15995,ford,2015,clean vehicle,69438,new york
13487,ford,2015,clean vehicle,96246,new york
18707,ford,2015,clean vehicle,69719,connecticut
15290,ford,2015,clean vehicle,75933,new york
15600,ford,2015,clean vehicle,54325,new york
47000,ford,2019,clean vehicle,24902,illinois
16080,ford,2015,clean vehicle,31793,connecticut
50000,ford,2019,clean vehicle,16505,illinois
15268,ford,2015,clean vehicle,74361,new york
47500,ford,2019,clean vehicle,27868,illinois
18497,ford,2015,clean vehicle,34011,massachusetts
10000,ford,2019,clean vehicle,19993,illinois
19995,ford,2015,clean vehicle,48115,pennsylvania
49000,ford,2019,clean vehicle,22543,illinois
17150,ford,2015,clean vehicle,67091,new jersey
45000,ford,2019,clean vehicle,28790,illinois
14295,ford,2015,clean vehicle,59391,new jersey
49000,ford,2019,clean vehicle,18449,illinois
16190,ford,2015,clean vehicle,71824,new york
49000,ford,2019,clean vehicle,19304,illinois
17899,ford,2015,clean vehicle,39159,new york
26000,ford,2019,clean vehicle,18708,illinois
14000,ford,2015,clean vehicle,79430,new jersey
15500,ford,2019,clean vehicle,12393,illinois
16888,ford,2015,clean vehicle,56329,new york
28000,ford,2019,clean vehicle,12155,illinois
8305,ford,2014,clean vehicle,63291,arkansas
21822,ford,2015,clean vehicle,36041,new jersey
15500,ford,2019,clean vehicle,25810,illinois
12500,ford,2015,clean vehicle,130388,arkansas
15995,ford,2015,clean vehicle,23878,new york
16000,ford,2019,clean vehicle,15460,illinois
38200,ford,2018,clean vehicle,46710,north carolina
12995,ford,2015,clean vehicle,65342,new york
14488,ford,2015,clean vehicle,64061,massachusetts
17500,ford,2016,clean vehicle,93164,florida
21995,ford,2015,clean vehicle,35629,massachusetts
8500,ford,2015,clean vehicle,118483,florida
16593,ford,2015,clean vehicle,71573,massachusetts
13000,ford,2017,clean vehicle,33660,illinois
14247,ford,2015,clean vehicle,61168,pennsylvania
23500,ford,2017,clean vehicle,42241,illinois
16999,ford,2015,clean vehicle,21004,pennsylvania
25000,ford,2017,clean vehicle,45003,illinois
20159,ford,2015,clean vehicle,45278,new jersey
31000,ford,2017,clean vehicle,1,illinois
22500,ford,2018,clean vehicle,24747,colorado
29500,ford,2017,clean vehicle,48707,illinois
59900,ford,2020,clean vehicle,2162,ohio
24000,ford,2017,clean vehicle,50874,illinois
20500,ford,2017,clean vehicle,70727,illinois
27200,ford,2019,clean vehicle,29382,north carolina
24900,ford,2018,clean vehicle,33194,virginia
24500,ford,2017,clean vehicle,52084,illinois
34000,ford,2018,clean vehicle,51122,virginia
28000,ford,2017,clean vehicle,40286,illinois
27000,ford,2017,clean vehicle,55420,illinois
34000,ford,2018,clean vehicle,10282,virginia
42500,ford,2017,clean vehicle,85278,illinois
33000,ford,2018,clean vehicle,7258,pennsylvania
10200,ford,2018,clean vehicle,93350,pennsylvania
25600,ford,2019,clean vehicle,37166,north carolina
16300,ford,2018,clean vehicle,69480,texas
26500,ford,2016,clean vehicle,34679,illinois
36500,ford,2018,clean vehicle,24151,pennsylvania
25900,ford,2019,clean vehicle,32796,north carolina
22500,ford,2016,clean vehicle,67979,illinois
29000,ford,2018,clean vehicle,18690,pennsylvania
825,ford,2012,salvage insurance,78072,pennsylvania
10500,ford,2016,clean vehicle,54251,illinois
32000,ford,2018,clean vehicle,32262,pennsylvania
27700,ford,2015,clean vehicle,92358,texas
4000,ford,2015,clean vehicle,90740,illinois
38800,ford,2018,clean vehicle,35225,pennsylvania
26200,ford,2015,clean vehicle,129063,texas
19500,ford,2018,clean vehicle,49985,wisconsin
11700,ford,2015,clean vehicle,52340,illinois
34000,ford,2018,clean vehicle,21406,pennsylvania
38600,ford,2019,clean vehicle,16619,florida
21500,ford,2015,clean vehicle,41293,illinois
38500,ford,2018,clean vehicle,37053,pennsylvania
38500,ford,2018,clean vehicle,34532,pennsylvania
12000,ford,2017,clean vehicle,13328,missouri
30500,ford,2018,clean vehicle,56836,pennsylvania
11300,ford,2016,clean vehicle,48080,missouri
29500,ford,2018,clean vehicle,12271,pennsylvania
16100,ford,2014,clean vehicle,97318,missouri
32500,ford,2018,clean vehicle,12717,pennsylvania
29000,ford,2019,clean vehicle,12764,texas
30000,ford,2018,clean vehicle,19951,pennsylvania
26000,ford,2019,clean vehicle,32458,north carolina
26000,ford,2018,clean vehicle,21616,pennsylvania
18500,ford,2019,clean vehicle,17755,north carolina
12000,ford,2017,clean vehicle,73846,texas
30000,ford,2018,clean vehicle,15771,pennsylvania
14700,ford,2019,clean vehicle,29168,north carolina
25000,ford,2017,clean vehicle,159182,texas
26550,ford,2018,clean vehicle,15296,pennsylvania
27000,ford,2019,clean vehicle,30476,north carolina
34000,ford,2016,clean vehicle,131754,texas
27500,ford,2018,clean vehicle,26095,pennsylvania
25500,ford,2018,clean vehicle,22107,pennsylvania
13500,ford,2019,clean vehicle,31207,north carolina
4000,ford,2015,clean vehicle,112810,texas
25700,ford,2018,clean vehicle,19058,pennsylvania
29000,ford,2015,clean vehicle,109137,texas
30500,ford,2018,clean vehicle,24058,pennsylvania
30000,ford,2018,clean vehicle,6967,pennsylvania
9000,ford,2014,clean vehicle,118340,texas
19000,ford,2018,clean vehicle,36145,pennsylvania
25800,ford,2019,clean vehicle,33942,north carolina
26500,ford,2018,clean vehicle,38868,pennsylvania
29300,ford,2019,clean vehicle,36190,north carolina
6300,ford,2018,clean vehicle,37177,pennsylvania
25400,ford,2019,clean vehicle,39267,north carolina
26000,ford,2018,clean vehicle,33350,pennsylvania
7000,ford,2017,clean vehicle,57889,north carolina
25900,ford,2018,clean vehicle,34081,pennsylvania
9700,ford,2019,clean vehicle,26821,north carolina
27000,ford,2018,clean vehicle,40577,pennsylvania
9100,ford,2019,clean vehicle,52355,north carolina
28000,ford,2018,clean vehicle,30620,pennsylvania
25700,ford,2019,clean vehicle,22019,north carolina
27500,ford,2018,clean vehicle,36742,pennsylvania
9400,ford,2019,clean vehicle,32473,north carolina
25500,ford,2018,clean vehicle,43406,pennsylvania
20500,ford,2019,clean vehicle,34696,north carolina
21500,ford,2018,clean vehicle,43519,pennsylvania
12800,ford,2019,clean vehicle,37716,north carolina
23900,ford,2018,clean vehicle,41627,pennsylvania
9400,ford,2019,clean vehicle,29986,north carolina
26900,ford,2018,clean vehicle,41496,pennsylvania
25500,ford,2019,clean vehicle,20613,north carolina
27000,ford,2018,clean vehicle,33475,pennsylvania
9300,ford,2019,clean vehicle,32305,north carolina
14400,ford,2018,clean vehicle,38148,pennsylvania
19000,ford,2019,clean vehicle,39976,north carolina
14000,ford,2018,clean vehicle,50513,pennsylvania
13600,ford,2019,clean vehicle,31408,north carolina
19200,ford,2018,clean vehicle,41351,pennsylvania
13600,ford,2019,clean vehicle,32038,north carolina
18600,ford,2018,clean vehicle,38279,pennsylvania
13700,ford,2019,clean vehicle,30471,north carolina
18200,ford,2018,clean vehicle,41569,pennsylvania
13800,ford,2019,clean vehicle,31142,north carolina
22000,ford,2018,clean vehicle,31598,pennsylvania
13700,ford,2019,clean vehicle,31380,north carolina
28000,ford,2018,clean vehicle,22179,pennsylvania
13800,ford,2019,clean vehicle,29266,north carolina
18600,ford,2018,clean vehicle,42156,pennsylvania
13700,ford,2019,clean vehicle,30875,north carolina
13700,ford,2019,clean vehicle,30609,north carolina
13800,ford,2019,clean vehicle,29508,north carolina
17700,ford,2019,clean vehicle,12837,north carolina
13900,ford,2019,clean vehicle,29633,north carolina
13900,ford,2019,clean vehicle,27461,north carolina
50500,ford,2018,clean vehicle,74961,pennsylvania
13600,ford,2019,clean vehicle,32154,north carolina
55000,ford,2018,clean vehicle,37245,pennsylvania
13800,ford,2019,clean vehicle,29345,north carolina
56000,ford,2018,clean vehicle,25371,pennsylvania
13800,ford,2019,clean vehicle,30054,north carolina
45800,ford,2018,clean vehicle,11173,pennsylvania
13800,ford,2019,clean vehicle,30902,north carolina
5500,nissan,2018,clean vehicle,31231,north carolina
14400,nissan,2020,clean vehicle,10728,arizona
11450,nissan,2018,clean vehicle,35374,florida
11000,nissan,2018,clean vehicle,36715,florida
11450,nissan,2018,clean vehicle,33437,florida
11000,nissan,2018,clean vehicle,36788,florida
11200,nissan,2018,clean vehicle,35491,florida
11400,nissan,2018,clean vehicle,33644,florida
11450,nissan,2018,clean vehicle,35831,florida
11050,nissan,2018,clean vehicle,35050,florida
11400,nissan,2018,clean vehicle,34924,florida
11050,nissan,2018,clean vehicle,34962,florida
10850,nissan,2018,clean vehicle,39985,florida
10900,nissan,2018,clean vehicle,38816,florida
10450,nissan,2018,clean vehicle,41579,florida
10800,nissan,2018,clean vehicle,40455,florida
10850,nissan,2018,clean vehicle,39996,florida
10800,nissan,2018,clean vehicle,41077,florida
10850,nissan,2018,clean vehicle,39183,florida
10800,nissan,2018,clean vehicle,40478,florida
10900,nissan,2018,clean vehicle,38806,florida
10400,nissan,2018,clean vehicle,45331,florida
10500,nissan,2018,clean vehicle,43531,florida
10800,nissan,2018,clean vehicle,41033,florida
10800,nissan,2018,clean vehicle,40332,florida
11200,nissan,2019,clean vehicle,22319,arizona
11100,nissan,2019,clean vehicle,22305,arizona
12200,nissan,2019,clean vehicle,36996,arizona
4000,nissan,2019,clean vehicle,1,arizona
9000,nissan,2019,clean vehicle,27611,arizona
14900,nissan,2019,clean vehicle,26516,arizona
4600,nissan,2019,clean vehicle,31397,arizona
6400,nissan,2019,clean vehicle,18300,arizona
10400,nissan,2019,clean vehicle,26743,arizona
7800,nissan,2019,clean vehicle,15832,arizona
12300,nissan,2019,clean vehicle,31939,arizona
10900,nissan,2019,clean vehicle,31037,arizona
8500,nissan,2019,clean vehicle,22521,arizona
7300,nissan,2019,clean vehicle,31335,arizona
5900,nissan,2019,clean vehicle,28315,arizona
20000,nissan,2017,clean vehicle,83437,texas
11200,nissan,2018,clean vehicle,42250,wisconsin
14400,nissan,2018,clean vehicle,45732,wisconsin
16500,nissan,2018,clean vehicle,49185,wisconsin
13400,nissan,2017,clean vehicle,45826,wisconsin
12500,nissan,2017,clean vehicle,36844,wisconsin
6500,nissan,2013,clean vehicle,104343,illinois
19800,nissan,2018,clean vehicle,34138,florida
8800,nissan,2018,clean vehicle,34761,florida
12800,nissan,2018,clean vehicle,32656,florida
8800,nissan,2018,clean vehicle,34837,florida
3500,nissan,2019,clean vehicle,30099,missouri
750,nissan,2018,clean vehicle,37088,missouri
10800,nissan,2017,clean vehicle,41729,florida
22300,nissan,2017,clean vehicle,17195,texas
8300,nissan,2018,clean vehicle,43064,california
8300,nissan,2018,clean vehicle,47510,california
8000,nissan,2018,clean vehicle,52571,california
15200,nissan,2018,clean vehicle,12129,alabama
6700,nissan,2017,clean vehicle,62280,california
7500,nissan,2017,clean vehicle,74859,connecticut
10500,nissan,2017,clean vehicle,59508,connecticut
8400,nissan,2017,clean vehicle,58529,connecticut
7000,nissan,2015,salvage insurance,24396,florida
25500,nissan,2020,clean vehicle,10317,california
4100,nissan,2017,salvage insurance,37619,florida
13900,nissan,2020,clean vehicle,15160,california
1900,nissan,2015,salvage insurance,91898,florida
14700,nissan,2017,clean vehicle,31198,connecticut
1900,nissan,2013,salvage insurance,144015,ohio
18800,nissan,2017,clean vehicle,15621,missouri
7800,nissan,2018,clean vehicle,54815,california
13500,nissan,2016,clean vehicle,53011,louisiana
8000,nissan,2018,clean vehicle,56255,california
3300,nissan,2013,clean vehicle,100225,louisiana
7200,nissan,2017,clean vehicle,54117,connecticut
8000,nissan,2017,clean vehicle,54119,california
1280,nissan,2012,salvage insurance,162176,indiana
14000,nissan,2018,clean vehicle,37655,florida
3500,nissan,2015,clean vehicle,101178,california
600,nissan,2012,salvage insurance,206142,kansas
12500,nissan,2018,clean vehicle,43187,california
5800,nissan,2013,salvage insurance,105590,texas
8000,nissan,2018,clean vehicle,53903,california
8300,nissan,2018,clean vehicle,48977,california
7500,nissan,2016,clean vehicle,77504,missouri
8000,nissan,2018,clean vehicle,50871,california
3500,nissan,2012,clean vehicle,107734,missouri
8000,nissan,2018,clean vehicle,53098,california
7800,nissan,2018,clean vehicle,51552,california
8000,nissan,2018,clean vehicle,54692,california
18500,nissan,2019,clean vehicle,18611,california
8000,nissan,2018,clean vehicle,51654,california
18300,nissan,2019,clean vehicle,24046,california
7500,nissan,2018,clean vehicle,65184,california
29800,nissan,2019,clean vehicle,37398,california
21100,nissan,2020,clean vehicle,19597,south carolina
16200,nissan,2019,clean vehicle,34122,california
14700,nissan,2020,clean vehicle,15387,pennsylvania
19000,nissan,2020,clean vehicle,264,california
7500,nissan,2016,clean vehicle,58126,texas
10999,nissan,2015,clean vehicle,43279,massachusetts
2900,nissan,2012,salvage insurance,117844,north carolina
19925,nissan,2016,clean vehicle,42837,alabama
9500,nissan,2018,clean vehicle,42782,new jersey
22800,nissan,2015,clean vehicle,35902,alabama
11590,nissan,2015,clean vehicle,63933,new hampshire
4700,nissan,2012,clean vehicle,100079,alabama
